605	436
606	468
609	494
587	506
566	521
541	524
553	546
526	550
505	567
513	591
502	615
505	640
527	626
554	614
544	591
572	596
577	570
605	570
628	559
674	497
683	473
674	449
673	424
665	396
656	372
637	352
617	336
594	316
568	273
545	252
535	229
545	200
565	184
577	162
599	150
617	131
586	120
572	99
558	78
532	70
505	68
484	83
458	84
433	90
407	94
424	117
432	141
450	159
477	153
489	175
510	191
489	205
468	219
493	232
516	247
536	279
570	324
592	341
601	368
608	393
638	465
501	109
633	439
503	152
535	131
541	104
456	125
529	159
640	394
564	133
584	542
646	496
671	522
