120	646
120	59
970	60
970	159
370	159
370	297
887	396
370	396
370	646
120	605
120	563
120	521
120	395
120	353
120	270
120	186
120	102
162	60
247	60
290	60
375	60
417	60
460	60
545	60
587	60
672	60
715	60
800	60
885	60
927	60
928	159
885	159
799	159
756	159
670	159
628	159
585	159
542	159
456	159
413	159
370	205
370	251
413	297
456	297
542	297
585	297
671	297
714	297
800	297
887	346
801	396
758	396
715	396
586	396
457	396
414	396
370	437
370	521
370	604
329	646
245	646
204	646
217	475
568	116
239	137
306	276
334	348
296	184
669	108
215	222
189	128
446	104
342	117
188	593
794	353
315	236
195	343
316	533
878	111
176	166
226	516
186	264
729	353
275	570
271	525
319	457
213	388
803	110
309	390
389	359
441	358
497	112
263	97
330	572
221	304
291	126
619	112
847	337
167	375
736	110
254	327
243	596
210	431
231	179
922	117
474	333
175	221
250	406
325	154
307	318
231	260
508	341
489	396
198	317
253	364
266	461
253	533
297	572
586	130
585	105
705	132
780	100
793	133
868	123
736	58
968	124
293	232
307	431
297	366
540	348
582	346
619	331
713	365
722	326
755	315
782	314
784	328
832	312
851	158
859	328
884	296
839	296
369	567
553	395
282	300
818	158
756	297
