120	646
120	59
970	60
970	159
370	159
887	297
887	396
370	396
370	646
120	614
120	549
120	484
120	419
120	321
120	158
120	93
182	60
245	60
308	60
340	60
466	60
497	60
623	60
655	60
686	60
718	60
749	60
812	60
875	60
907	60
938	60
970	126
939	159
907	159
876	159
844	159
813	159
749	159
718	159
686	159
560	159
528	159
497	159
465	159
434	159
402	159
370	193
370	228
370	262
434	297
499	297
531	297
563	297
660	297
693	297
725	297
757	297
790	297
822	297
854	297
855	396
823	396
758	396
694	396
629	396
564	396
532	396
500	396
467	396
435	396
403	396
370	427
370	458
370	489
370	552
370	614
277	646
152	646
790	357
327	592
669	131
191	423
277	531
284	214
214	459
315	219
479	344
334	187
491	104
802	114
227	287
731	331
183	195
931	127
461	121
259	175
318	465
285	421
922	93
153	491
385	132
572	127
318	516
292	386
330	338
847	128
200	526
324	418
196	110
301	152
217	252
181	454
748	94
155	158
435	334
860	100
218	590
655	340
184	252
366	341
218	149
901	118
247	535
286	353
206	559
253	215
339	107
704	120
655	93
277	257
686	327
555	90
253	579
255	331
712	360
259	459
519	327
256	410
168	402
536	117
824	356
317	366
171	558
633	117
340	154
183	288
222	375
339	258
579	330
214	179
825	94
429	121
155	334
626	366
187	159
766	131
273	287
583	366
528	362
297	108
811	326
222	220
405	347
222	420
687	90
754	360
291	317
332	554
766	329
165	99
604	126
592	91
303	562
328	307
194	483
678	361
734	130
613	330
421	89
241	118
293	183
448	368
306	249
183	589
550	338
304	288
347	369
338	489
342	443
185	344
452	91
272	603
891	88
167	129
120	255
180	232
166	305
213	135
198	95
119	112
270	94
423	65
566	58
781	102
752	120
719	95
653	152
599	315
374	304
272	511
286	499
296	526
225	519
223	555
245	598
274	586
312	585
138	644
234	645
848	355
886	352
212	368
228	334
235	357
235	397
120	359
163	520
215	500
251	480
283	435
286	459
280	136
262	383
314	440
619	159
