605	436
612	454
606	468
610	485
604	499
589	503
576	511
565	522
550	518
544	532
553	545
538	548
509	562
493	567
494	582
509	584
504	601
502	618
501	636
521	637
529	624
543	618
557	609
549	596
571	603
555	582
579	585
577	570
593	570
608	568
648	542
662	535
673	523
672	492
680	476
674	452
673	436
672	419
667	403
661	389
657	373
641	358
635	344
620	339
609	327
584	303
565	277
558	263
545	252
537	237
541	221
545	200
560	187
571	168
573	153
590	151
601	139
615	133
597	123
581	114
572	100
577	82
544	76
532	66
508	65
502	80
484	83
471	91
456	88
440	94
426	84
410	91
416	106
424	120
438	149
492	163
500	178
510	191
499	203
482	203
472	215
483	227
498	238
514	244
520	261
534	272
542	285
552	297
570	323
599	348
597	364
610	375
605	391
608	407
638	464
650	427
576	543
614	522
495	137
509	164
519	113
628	425
533	96
623	408
632	481
448	109
552	93
555	561
654	455
554	123
525	597
511	226
659	481
524	134
647	502
648	410
532	577
530	156
581	527
531	194
514	98
643	379
458	138
644	523
619	500
627	368
553	142
621	439
555	160
543	172
474	136
539	110
583	137
529	81
526	226
487	106
570	125
613	357
518	613
514	147
595	549
447	126
473	157
571	291
499	103
503	121
510	111
483	125
437	126
454	159
640	394
606	534
657	518
623	549
599	520
