120	646
120	59
310	60
310	320
694	60
950	60
595	288
970	646
723	646
464	371
310	468
310	646
120	581
120	549
120	516
120	451
120	386
120	353
120	288
120	223
120	158
120	126
151	60
215	60
278	60
310	92
310	157
310	222
310	255
310	287
337	302
364	283
419	246
447	228
474	209
529	172
556	153
584	135
666	79
758	60
790	60
854	60
918	60
896	95
869	112
814	147
787	165
759	182
705	217
650	252
623	270
618	310
641	332
665	355
688	377
712	399
759	444
782	467
829	511
852	534
876	556
923	601
946	623
900	646
865	646
759	646
702	624
680	601
637	555
616	532
572	486
551	463
508	417
486	394
434	390
372	429
341	448
310	503
310	574
279	646
247	646
215	646
184	646
152	646
259	369
702	517
247	534
450	316
617	388
263	465
212	471
161	92
570	193
195	441
522	227
689	146
754	590
177	167
199	544
211	383
174	318
296	441
283	301
568	266
212	256
258	274
478	328
778	529
227	335
231	97
276	502
342	339
492	272
179	415
651	404
164	606
854	609
827	593
210	156
603	226
207	512
249	186
577	410
585	330
153	224
694	182
201	619
689	105
544	369
724	597
704	564
425	348
646	521
263	581
198	107
377	391
213	591
787	111
678	480
241	139
453	282
175	274
389	319
743	502
747	557
749	104
178	570
614	166
170	508
231	290
220	204
307	379
299	411
733	145
824	546
249	428
550	337
885	606
636	363
159	127
630	193
195	222
254	233
683	542
525	297
679	449
590	439
194	346
643	449
164	477
562	306
711	468
632	494
584	363
512	352
554	222
794	584
155	192
342	402
149	560
420	276
663	177
541	405
150	294
265	330
150	369
201	292
277	124
242	607
270	92
148	407
247	397
847	566
289	349
636	225
666	125
180	373
243	504
528	257
163	441
264	160
475	247
768	141
211	415
621	423
362	365
686	418
235	563
151	339
716	119
840	94
731	531
515	382
420	308
929	72
807	93
809	598
619	477
721	411
389	416
271	606
260	540
647	150
651	88
384	269
309	111
606	394
570	380
564	350
508	296
542	252
577	230
593	209
627	178
753	119
243	443
241	464
209	504
227	539
220	562
185	143
256	113
230	124
215	164
214	183
223	225
234	272
212	293
325	364
285	407
306	406
326	390
331	367
789	645
903	586
120	433
