120	646
120	59
310	60
310	320
694	60
950	60
595	288
970	646
723	646
464	371
310	468
310	646
120	620
120	593
120	540
120	513
120	460
120	433
120	407
120	353
120	327
120	274
120	247
120	194
120	167
120	114
120	87
147	60
174	60
201	60
228	60
255	60
282	60
310	86
310	112
310	164
310	216
310	268
310	294
355	290
400	259
445	229
468	213
490	198
535	168
558	152
603	122
626	106
671	76
722	60
779	60
807	60
864	60
893	60
906	88
884	102
840	131
817	145
773	174
751	188
729	202
684	231
640	259
618	273
614	306
634	325
654	344
673	363
713	401
733	419
772	457
792	476
831	514
851	532
891	570
910	589
950	627
888	646
861	646
806	646
751	646
705	627
668	588
649	568
612	529
594	509
575	489
520	430
501	411
483	391
442	384
420	398
398	412
354	440
332	454
310	497
310	527
310	586
310	616
283	646
229	646
202	646
148	646
410	372
155	166
272	465
707	90
552	344
721	162
255	377
270	427
762	123
544	388
215	233
156	328
344	385
505	378
286	389
200	349
170	85
210	105
612	366
661	545
641	480
172	263
788	126
234	154
239	599
597	459
167	139
339	342
284	333
692	422
737	497
522	242
840	576
636	222
529	205
314	396
773	566
806	604
454	348
594	244
493	242
670	435
780	510
157	514
222	195
159	541
247	320
181	233
247	533
798	552
155	450
267	258
716	457
264	93
255	229
774	93
228	128
195	586
734	123
255	191
674	139
588	175
251	489
198	145
510	321
832	611
279	201
204	257
278	170
724	559
586	363
721	528
176	489
680	197
275	501
498	352
625	500
457	278
215	476
199	294
693	162
627	189
648	142
300	364
162	616
688	536
746	469
723	594
663	504
694	504
683	99
263	617
205	612
553	188
223	547
383	347
155	572
529	355
380	300
174	374
748	550
286	122
302	430
213	371
585	403
560	213
358	324
679	473
152	396
245	458
202	178
555	283
406	317
824	94
226	277
544	312
380	390
239	570
668	168
339	412
269	302
155	297
609	223
625	407
525	278
764	490
155	242
605	337
170	204
195	534
583	312
703	186
483	291
636	165
776	535
759	153
621	451
602	430
232	90
182	114
648	447
805	523
866	598
281	228
234	251
419	344
702	124
804	577
716	482
259	144
357	362
562	250
646	421
640	521
645	373
263	350
738	88
759	596
654	201
202	561
145	272
799	91
411	285
154	358
892	619
195	210
593	203
250	285
252	119
822	544
262	558
263	591
182	317
739	623
144	100
623	143
692	447
145	189
186	396
193	509
149	422
479	263
231	350
336	309
660	115
578	338
753	525
812	118
285	278
601	484
683	561
508	219
228	303
234	220
242	189
202	167
215	156
217	130
228	107
259	105
270	135
251	162
923	646
309	128
482	317
447	316
453	302
463	316
467	338
495	337
527	300
579	234
551	229
575	261
578	281
580	294
176	336
209	323
223	351
196	450
220	438
219	464
245	422
253	444
288	455
232	508
235	524
235	533
261	533
281	540
215	587
189	575
637	410
669	402
697	459
723	509
548	275
536	249
544	248
609	217
648	166
658	146
728	129
388	331
406	355
322	366
285	369
266	379
373	276
656	85
192	90
613	387
630	433
