120	646
120	58
310	60
310	320
694	60
950	60
595	288
970	646
723	646
464	371
310	468
310	646
120	610
120	573
120	500
120	463
120	390
120	353
120	317
120	244
120	207
120	170
120	97
158	60
272	60
310	134
310	208
310	245
310	282
342	299
438	234
470	212
534	169
566	147
630	104
662	82
803	60
840	60
886	101
821	142
789	163
725	205
660	246
621	313
675	364
702	390
755	441
782	467
809	492
862	543
889	569
916	594
943	620
888	646
765	646
698	619
672	591
620	536
568	481
542	454
490	399
403	409
341	448
310	512
310	601
272	646
234	646
158	646
229	361
252	550
495	250
200	267
720	138
215	596
636	421
280	436
672	504
260	159
479	320
221	522
318	367
189	419
165	114
231	118
260	395
717	563
229	195
683	129
153	561
175	518
498	290
233	255
575	191
727	525
581	250
766	555
609	391
192	166
770	610
689	176
417	303
235	476
454	284
383	346
559	298
168	336
435	344
161	254
275	482
269	326
246	297
322	404
716	100
648	461
759	140
267	223
548	222
527	375
377	384
572	349
200	556
578	442
643	192
172	474
224	402
878	611
612	218
803	552
190	211
532	340
181	303
254	601
240	440
757	492
726	467
171	373
801	587
731	601
497	355
794	99
221	322
614	170
611	461
529	264
684	466
276	265
203	454
277	525
157	192
777	521
831	95
347	347
611	353
678	544
272	362
168	288
190	590
253	509
309	567
631	478
827	587
794	643
261	101
170	61
245	59
205	110
227	158
223	249
224	283
467	315
923	59
854	61
751	110
748	64
643	150
587	133
365	283
418	248
676	442
696	493
727	504
705	534
746	556
788	565
838	615
275	395
370	357
185	367
182	386
212	426
214	434
230	417
225	477
195	516
848	117
650	562
838	642
815	612
