120,646
148,646
175,646
202,646
229,646
256,646
283,646
310,646
310,616
310,586
310,557
310,527
310,497
310,468
332,454
354,440
376,426
398,412
420,398
442,384
464,371
483,391
501,411
520,430
538,450
557,470
575,489
594,509
612,529
631,548
649,568
668,588
686,607
705,627
723,646
751,646
778,646
806,646
833,646
861,646
888,646
916,646
970,646
950,627
930,608
910,589
891,570
871,551
851,532
831,514
812,495
792,476
772,457
752,438
733,419
713,401
693,382
673,363
654,344
634,325
614,306
618,273
640,259
662,245
684,231
706,216
729,202
751,188
773,174
795,159
817,145
840,131
862,117
884,102
906,88
950,60
921,60
893,60
864,60
836,60
807,60
779,60
750,60
722,60
694,60
671,76
648,91
626,106
603,122
581,137
558,152
535,168
513,183
490,198
468,213
445,229
422,244
400,259
377,275
355,290
334,304
308,295
310,268
310,242
310,216
310,190
310,164
310,138
310,112
310,86
310,60
282,60
255,60
228,60
201,60
174,60
147,60
120,59
120,87
120,114
120,140
120,167
120,194
120,220
120,247
120,274
120,300
120,327
120,353
120,380
120,407
120,433
120,460
120,487
120,513
120,540
120,567
120,593
120,620
