129,616
163,635
209,621
238,640
269,617
287,630
297,600
300,548
299,506
310,468
328,422
369,418
398,384
421,363
464,371
506,396
546,422
577,480
623,520
669,565
694,597
740,615
756,641
791,618
822,627
851,640
936,644
909,627
891,589
856,582
829,561
842,529
818,511
794,485
766,466
735,462
736,434
701,396
659,360
637,363
625,329
595,288
636,250
677,227
707,206
734,177
764,172
805,143
832,127
924,76
881,93
868,81
834,100
800,79
783,93
748,99
735,71
698,65
700,100
668,111
635,111
598,125
548,163
503,194
479,217
440,241
429,281
396,272
359,297
336,312
303,287
304,235
294,192
273,128
294,152
294,95
256,99
251,67
220,75
209,106
163,96
132,73
131,127
134,182
158,223
143,254
132,290
140,337
131,382
159,422
129,462
129,508
127,562
146,586
