501,636
521,637
529,624
543,618
557,609
571,603
579,585
593,570
608,568
623,549
648,542
662,535
673,523
672,492
680,476
674,452
673,436
672,419
667,403
661,389
657,373
641,358
635,344
620,339
609,327
584,303
571,291
565,277
558,263
545,252
537,237
541,221
545,200
560,187
571,168
590,151
601,139
615,133
597,123
581,114
572,100
577,82
544,76
532,66
508,65
484,83
471,91
456,88
426,84
410,91
416,106
424,120
438,149
454,159
473,157
492,163
500,178
482,203
472,215
483,227
498,238
520,261
534,272
542,285
552,297
570,323
599,348
597,364
605,391
608,407
605,436
612,454
606,468
610,485
589,503
576,511
550,518
544,532
538,548
509,562
493,567
494,582
504,601
502,618
