120,646
152,646
184,646
215,646
247,646
279,646
310,646
310,574
310,503
341,448
372,429
389,416
434,390
486,394
508,417
551,463
572,486
616,532
637,555
680,601
702,624
723,646
759,646
789,645
865,646
900,646
970,646
946,623
923,601
903,586
876,556
852,534
829,511
782,467
759,444
721,411
712,399
688,377
665,355
641,332
650,252
705,217
759,182
787,165
814,147
869,112
896,95
929,72
950,60
918,60
854,60
790,60
758,60
694,60
666,79
651,88
584,135
556,153
529,172
474,209
447,228
419,246
384,269
310,255
310,222
310,157
309,111
310,92
310,60
278,60
215,60
151,60
120,59
120,126
120,158
120,223
120,288
120,353
120,386
120,433
120,451
120,516
120,549
120,581
