120,646
158,646
234,646
272,646
310,646
310,601
309,567
310,512
341,448
403,409
490,399
542,454
568,481
620,536
650,562
672,591
698,619
723,646
765,646
794,643
838,642
888,646
970,646
943,620
916,594
889,569
862,543
809,492
782,467
755,441
702,390
675,364
660,246
725,205
789,163
821,142
848,117
886,101
950,60
923,59
854,61
840,60
803,60
748,64
694,60
662,82
630,104
587,133
566,147
534,169
470,212
438,234
310,134
310,60
272,60
245,59
170,61
158,60
120,58
120,97
120,170
120,207
120,244
120,317
120,353
120,390
120,463
120,500
120,573
120,610
