120,646
180,644
245,646
370,646
370,604
370,521
370,479
444,396
481,396
518,396
555,396
629,396
703,396
777,396
814,396
851,396
887,396
887,297
850,297
776,297
702,297
665,297
628,297
591,297
531,297
517,297
480,297
443,297
370,251
370,205
408,159
483,159
558,159
595,159
633,159
670,159
708,159
745,159
820,159
858,159
895,159
933,159
970,159
970,109
970,60
933,60
896,60
859,60
822,60
748,60
711,60
690,60
674,60
648,61
600,60
563,60
489,60
452,60
378,60
304,60
267,60
230,60
156,60
120,59
120,97
120,134
123,184
120,244
120,317
120,390
120,463
119,509
120,537
121,552
120,610
