120,646
204,646
245,646
329,646
370,646
370,604
369,567
370,521
370,437
414,396
457,396
489,396
553,395
586,396
715,396
758,396
801,396
887,396
887,346
884,296
839,296
800,297
756,297
714,297
671,297
585,297
542,297
456,297
370,251
370,205
456,159
542,159
585,159
628,159
670,159
756,159
799,159
818,158
851,158
885,159
928,159
970,159
968,124
970,60
927,60
885,60
800,60
736,58
715,60
672,60
587,60
545,60
460,60
417,60
375,60
290,60
247,60
162,60
120,59
120,102
120,186
120,270
120,353
120,395
120,521
120,563
120,605
