396,611
408,622
440,621
461,614
495,623
510,622
524,629
532,642
546,633
568,627
588,634
602,627
619,619
675,629
665,617
672,603
666,589
673,569
688,565
695,550
712,544
713,529
684,507
671,492
654,482
647,468
646,447
635,436
642,411
667,407
678,394
695,370
709,379
728,370
748,373
757,359
761,341
747,333
733,320
738,299
744,279
736,265
736,249
715,224
719,209
723,188
717,169
701,153
694,138
688,124
670,120
658,108
612,126
597,131
572,112
556,117
541,107
527,90
513,92
510,79
493,79
470,85
460,70
450,83
466,109
473,124
481,137
476,152
461,150
457,165
436,163
401,162
392,175
404,188
398,211
383,239
384,254
388,269
374,278
373,293
354,297
338,297
354,327
346,333
338,346
328,358
340,386
348,399
344,414
335,428
354,450
345,471
356,484
361,499
392,502
406,508
421,510
429,525
421,535
409,557
402,591
