120,646
138,644
152,646
234,645
277,646
370,646
370,614
370,552
370,489
370,458
435,396
467,396
500,396
532,396
564,396
629,396
694,396
758,396
823,396
855,396
887,396
886,352
887,297
854,297
822,297
790,297
757,297
725,297
693,297
660,297
599,315
563,297
531,297
499,297
434,297
370,228
434,159
465,159
497,159
528,159
560,159
619,159
653,152
686,159
718,159
749,159
813,159
844,159
876,159
907,159
939,159
970,159
970,126
970,60
938,60
907,60
875,60
812,60
749,60
718,60
686,60
655,60
623,60
566,58
497,60
466,60
423,65
340,60
308,60
245,60
182,60
120,59
120,93
119,112
120,158
120,255
120,321
120,359
120,419
120,484
120,549
120,614
