184	138
163	107
212	96
222	102
226	159
212	127
258	130
253	149
217	203
196	198
308	58
145	68
185	76
280	252
254	222
257	305
310	316
309	466
351	291
377	274
411	295
404	332
378	335
356	342
360	320
379	295
390	359
338	394
329	351
352	349
450	363
460	368
454	287
438	323
492	251
525	203
558	178
592	216
581	232
532	250
466	253
467	238
516	182
551	160
612	170
635	185
597	286
582	254
611	244
638	232
633	199
623	207
720	176
714	127
696	107
742	74
831	91
784	124
881	78
840	117
671	126
700	61
874	60
905	64
899	90
739	191
585	315
564	361
534	338
537	270
578	302
553	313
637	416
644	432
695	429
710	441
699	501
642	379
675	363
719	407
870	547
918	594
969	641
719	644
852	639
800	643
786	622
773	595
816	597
834	613
886	613
754	561
752	526
758	513
719	567
616	505
582	445
515	398
542	451
224	381
153	349
163	230
199	267
180	313
120	158
120	257
118	311
119	236
119	285
132	285
146	269
177	475
224	551
150	544
250	432
310	546
251	611
180	601
120	475
142	443
168	577
196	602
220	596
186	572
176	614
199	641
233	631
306	642
120	642
217	645
119	622
141	644
161	642
144	94
238	84
277	120
278	88
281	194
238	266
242	294
218	348
247	350
273	354
668	114
583	409
617	368
663	452
594	503
784	509
820	550
309	427
374	378
419	371
382	400
369	407
396	412
421	398
480	303
470	265
513	278
124	386
139	389
176	382
182	375
163	422
208	314
945	59
814	526
706	588
196	60
260	62
309	135
261	515
221	455
163	519
253	542
630	476
665	526
