120	646
120	59
310	60
310	320
694	60
950	60
595	288
970	646
723	646
464	371
310	468
310	646
120	620
120	593
120	567
120	540
120	513
120	487
120	460
120	433
120	407
120	380
120	353
120	327
120	300
120	274
120	247
120	220
120	194
120	167
120	140
120	114
120	87
147	60
174	60
201	60
228	60
255	60
282	60
310	86
310	112
310	138
310	164
310	190
310	216
310	242
310	268
355	290
377	275
400	259
422	244
445	229
468	213
490	198
513	183
535	168
558	152
581	137
603	122
626	106
648	91
671	76
722	60
750	60
779	60
807	60
836	60
864	60
893	60
921	60
906	88
884	102
862	117
840	131
817	145
795	159
773	174
751	188
729	202
706	216
684	231
662	245
640	259
618	273
614	306
634	325
654	344
673	363
693	382
713	401
733	419
752	438
772	457
792	476
812	495
831	514
851	532
871	551
891	570
910	589
930	608
950	627
916	646
888	646
861	646
833	646
806	646
778	646
751	646
705	627
686	607
668	588
649	568
631	548
612	529
594	509
575	489
557	470
538	450
520	430
501	411
483	391
442	384
420	398
398	412
376	426
354	440
332	454
310	497
310	527
310	557
310	586
310	616
283	646
256	646
229	646
202	646
175	646
148	646
233	239
181	266
282	590
532	227
248	608
207	195
568	310
272	550
180	203
423	341
781	558
175	350
629	470
191	94
689	483
735	584
280	159
327	414
605	228
168	146
810	614
721	88
495	357
307	385
367	390
673	206
838	554
655	187
700	106
214	425
278	480
582	408
277	134
349	371
478	242
625	388
657	398
281	105
268	318
199	573
410	317
557	249
756	495
745	545
227	512
220	328
530	359
452	309
771	601
816	105
608	428
739	623
151	106
526	398
150	555
280	620
191	393
734	513
535	324
547	381
684	418
272	382
180	488
147	216
625	353
845	91
657	440
574	370
285	234
686	520
172	294
193	231
793	127
731	166
286	199
724	474
758	108
598	457
254	104
281	268
672	107
192	510
764	523
360	348
257	460
146	478
427	270
738	130
201	157
801	574
346	326
239	385
657	488
656	127
177	438
156	522
610	154
151	266
576	437
251	571
398	357
494	287
250	167
149	356
218	607
632	499
150	391
597	326
384	323
262	526
692	166
552	343
579	194
196	461
287	337
514	308
455	337
220	481
259	255
299	361
681	555
541	194
150	323
630	233
199	295
180	123
707	136
507	257
181	609
209	267
240	286
797	519
152	436
247	354
158	179
270	291
543	283
185	545
282	408
239	136
212	352
224	107
232	192
215	548
632	202
661	154
173	581
710	434
580	239
164	412
603	485
606	200
761	575
258	420
205	126
156	602
793	85
661	515
264	501
680	456
478	317
168	465
707	555
766	82
214	383
232	456
143	153
288	515
556	405
185	177
319	345
467	269
705	503
253	221
294	448
226	159
389	297
182	318
589	168
576	266
707	187
423	366
563	214
261	195
812	545
397	383
768	141
145	291
639	167
633	140
851	583
511	337
639	418
598	362
224	582
508	217
706	591
238	84
646	373
243	546
159	241
532	260
577	344
659	543
597	387
428	297
826	579
352	412
304	424
682	137
630	444
144	580
602	253
334	304
711	529
308	295
155	85
509	375
721	609
915	623
784	499
879	610
843	610
