120	646
120	59
310	60
310	320
694	60
950	60
595	288
970	646
723	646
464	371
310	468
310	646
120	614
120	581
120	549
120	516
120	451
120	419
120	353
120	288
120	256
120	223
120	158
120	126
120	93
215	60
246	60
310	92
310	125
310	190
310	222
310	255
337	302
364	283
419	246
447	228
474	209
529	172
556	153
584	135
639	98
666	79
726	60
758	60
790	60
822	60
854	60
886	60
918	60
896	95
869	112
841	130
814	147
787	165
759	182
732	200
677	235
650	252
618	310
665	355
688	377
712	399
735	422
782	467
805	489
876	556
899	578
946	623
900	646
865	646
829	646
759	646
702	624
659	578
637	555
616	532
572	486
529	440
508	417
486	394
434	390
372	429
341	448
310	503
310	539
310	574
310	610
279	646
247	646
215	646
184	646
152	646
512	352
797	536
276	537
756	136
848	581
283	110
158	509
260	602
253	440
684	421
482	346
573	415
611	346
699	453
151	98
160	353
250	99
304	430
613	377
822	93
652	207
525	213
822	615
517	383
798	121
648	434
682	541
160	320
280	192
713	577
663	127
158	259
274	465
180	593
269	275
623	226
729	168
749	614
584	175
218	615
149	603
708	103
255	136
277	571
876	608
666	514
730	452
454	259
151	474
159	412
494	232
831	556
593	256
771	498
778	89
781	616
149	212
279	501
564	294
539	409
236	582
188	93
279	155
279	241
588	326
119	400
119	265
119	142
163	64
136	644
462	218
650	340
837	517
207	232
154	145
145	176
281	316
580	456
617	495
651	535
599	493
689	589
718	609
837	614
210	173
127	190
141	320
147	379
144	452
143	434
499	328
692	195
701	210
815	520
907	617
749	451
145	567
766	160
662	228
395	398
352	420
404	409
607	279
225	338
123	480
122	319
794	638
321	339
286	358
621	135
611	121
306	156
503	188
555	468
599	514
929	607
309	298
322	310
140	241
138	83
272	86
280	60
406	343
