120	646
120	59
310	60
310	320
694	60
950	60
595	288
970	646
723	646
464	371
310	468
310	646
120	620
120	593
120	567
120	540
120	513
120	487
120	460
120	433
120	407
120	380
120	353
120	327
120	300
120	274
120	247
120	220
120	194
120	167
120	140
120	114
120	87
147	60
174	60
201	60
228	60
255	60
282	60
310	86
310	112
310	138
310	164
310	190
310	216
310	242
310	268
310	294
355	290
377	275
400	259
422	244
445	229
468	213
490	198
513	183
535	168
558	152
581	137
603	122
626	106
648	91
671	76
722	60
750	60
779	60
807	60
836	60
864	60
893	60
921	60
906	88
884	102
862	117
840	131
817	145
795	159
773	174
751	188
729	202
706	216
684	231
662	245
640	259
618	273
614	306
634	325
654	344
673	363
693	382
713	401
733	419
752	438
772	457
792	476
812	495
831	514
851	532
871	551
891	570
910	589
930	608
950	627
916	646
888	646
861	646
833	646
806	646
778	646
751	646
705	627
686	607
668	588
649	568
631	548
612	529
594	509
575	489
557	470
538	450
520	430
501	411
483	391
442	384
420	398
398	412
376	426
354	440
332	454
310	497
310	527
310	557
310	586
310	616
283	646
256	646
229	646
202	646
175	646
148	646
